step,loss,lr
25,0.7024852800369262,9.433962264150944e-05
50,0.662496817111969,0.00018867924528301889
75,0.6382923173904419,0.00019966329693949097
100,0.6383391082286834,0.00019846634367301968
125,0.5531686913967132,0.00019641328255765915
150,0.5474565517902374,0.00019352196377114066
175,0.6151475715637207,0.00018981752565631768
200,0.5046377193927765,0.00018533217615782918
225,0.4835294461250305,0.0001801049127926686
250,0.4429578971862793,0.00017418118358935195
275,0.45594866275787355,0.0001676124919436233
300,0.46359763979911806,0.0001604559488262475
325,0.4145703840255737,0.00015277377623618547
350,0.43134941697120666,0.00014463276621633775
375,0.4402574717998505,0.00013610370013540247
400,0.4434770929813385,0.000127260733284855
425,0.4158185124397278,0.00011818075014162243
450,0.3730484616756439,0.00010894269590207063
475,0.3984284293651581,9.962689009922918e-05
500,0.4077475506067276,9.031432827095444e-05
525,0.3946802198886871,8.108597775062199e-05
550,0.39111517906188964,7.202207370304093e-05
575,0.35899023473262787,6.320142152614994e-05
600,0.3859370040893555,5.470071168370818e-05
625,0.3562033212184906,4.659385292611479e-05
650,0.3804864418506622,3.89513296966153e-05
675,0.33146260201931,3.183958930987612e-05
700,0.34394640028476714,2.532046423105472e-05
725,0.3655896556377411,1.945063447831452e-05
750,0.3557559114694595,1.4281134822883058e-05
775,0.33620457351207733,9.856911071263918e-06
800,0.32225160419940946,6.216429287471626e-06
825,0.34404774487018586,3.3913413528758877e-06
850,0.351683503985405,1.4062097714185206e-06
875,0.3389728581905365,2.7829411286287577e-07
