step,loss,lr
25,0.6961999344825744,9.433962264150944e-05
50,0.6621812129020691,0.00018867924528301889
75,0.6146689963340759,0.00019966329693949097
100,0.5879214262962341,0.00019846634367301968
125,0.6108488762378692,0.00019641328255765915
150,0.6195810282230377,0.00019352196377114066
175,0.5587283289432525,0.00018981752565631768
200,0.5842973875999451,0.00018533217615782918
225,0.5849139738082886,0.0001801049127926686
250,0.46876801252365113,0.00017418118358935195
275,0.5467441439628601,0.0001676124919436233
300,0.4565946698188782,0.0001604559488262475
325,0.4514626479148865,0.00015277377623618547
350,0.44054475784301755,0.00014463276621633775
375,0.45685589194297793,0.00013610370013540247
400,0.4324284464120865,0.000127260733284855
425,0.44484093904495237,0.00011818075014162243
450,0.41728844463825226,0.00010894269590207063
475,0.432753347158432,9.962689009922918e-05
500,0.37551344811916354,9.031432827095444e-05
525,0.3745675867795944,8.108597775062199e-05
550,0.3651006013154984,7.202207370304093e-05
575,0.38383278727531434,6.320142152614994e-05
600,0.3775871562957764,5.470071168370818e-05
625,0.39581179738044736,4.659385292611479e-05
650,0.36254757702350615,3.89513296966153e-05
675,0.39906338810920716,3.183958930987612e-05
700,0.39227604031562807,2.532046423105472e-05
725,0.38713590800762177,1.945063447831452e-05
750,0.3045129495859146,1.4281134822883058e-05
775,0.3634463393688202,9.856911071263918e-06
800,0.3714426112174988,6.216429287471626e-06
825,0.3772936189174652,3.3913413528758877e-06
850,0.35508121490478517,1.4062097714185206e-06
875,0.38287917733192445,2.7829411286287577e-07
