epoch,step,train_loss,val_loss,val_accuracy,lr
0,746,0.3277565329048493,0.1974784607821751,0.9232446942370607,0.00010994794307503162
1,1492,0.20746758561231815,0.29291733995519437,0.8904454324301653,0.0
