step,loss,lr
25,0.70304452419281,5.6179775280898885e-05
50,0.6832122492790222,0.00011235955056179777
75,0.5628203856945038,0.00016853932584269662
100,0.487619845867157,0.00019996966682847775
125,0.3649629688262939,0.0001996752686479582
150,0.3527185022830963,0.00019906859460363307
175,0.3266950446367264,0.0001981515453641819
200,0.3359749799966812,0.000196926993982743
225,0.29777285873889925,0.0001953987768958326
250,0.2720117956399918,0.00019357168190404936
275,0.2775837326049805,0.00019145143317221927
300,0.2899100536108017,0.00018904467329597502
325,0.2855396741628647,0.00018635894249095412
350,0.3049148827791214,0.00018340265496981394
375,0.3060130351781845,0.00018018507258107364
400,0.2785909229516983,0.00017671627579237014
425,0.2599020409584045,0.00017300713210903604
450,0.33301016747951506,0.00016906926202694158
475,0.27659095883369444,0.00016491500262626847
500,0.275520087480545,0.0001605573689202734
525,0.2788689690828323,0.0001560100130801333
550,0.2408991849422455,0.00015128718166361794
575,0.26735550582408907,0.0001464036709815896
600,0.2582014870643616,0.0001413747807421637
625,0.23869044065475464,0.00013621626611775965
650,0.2588037818670273,0.00013094428838521311
675,0.2604972606897354,0.00012557536429359055
700,0.26021462321281436,0.0001201263143183335
725,0.23791020274162292,0.00011461420996384848
750,0.2207833230495453,0.00010905632027964023
775,0.1891785305738449,0.00010347005775754968
800,0.2113880306482315,9.787292377959659e-05
825,0.21537311494350433,9.228245378733537e-05
850,0.2086336249113083,8.671616234450487e-05
875,0.22589939415454866,8.119148826508642e-05
900,0.1932861539721489,7.57257399786815e-05
925,0.2132332992553711,7.033604130437421e-05
950,0.21074647963047027,6.503927780296605e-05
975,0.2197712230682373,5.9852043875658195e-05
1000,0.20910481870174408,5.479059077491666e-05
1025,0.21369456142187118,4.987077569039922e-05
1050,0.22253413498401642,4.5108012069454644e-05
1075,0.2001458501815796,4.051722132783644e-05
1100,0.2072358638048172,3.611278610191804e-05
1125,0.1956034153699875,3.190850518886751e-05
1150,0.21371788620948792,2.791755031595096e-05
1175,0.1982652723789215,2.415242487440328e-05
1200,0.21548678159713744,2.0624924747150533e-05
1225,0.2109764939546585,1.734610135310788e-05
1250,0.19953262865543364,1.4326227023832928e-05
1275,0.2113806790113449,1.1574762821006768e-05
1300,0.18806584000587465,9.100328895568743e-06
1325,0.21535978347063064,6.910677481367622e-06
1350,0.19407345950603486,5.012668607938087e-06
1375,0.22088852614164353,3.412248608492974e-06
1400,0.19912162095308303,2.1144314904642195e-06
1425,0.1960343599319458,1.1232832269571725e-06
1450,0.21423175156116486,4.419090183324315e-07
1475,0.20693852722644807,7.24435638233989e-08
