epoch,step,train_loss,val_loss,val_accuracy,lr
0,746,0.32189675651231014,0.2572722298919595,0.9010989010989011,0.00010994794307503162
1,1492,0.20549116087902647,0.29164957828400284,0.8890193775689958,0.0
